filename	hdu	keyword	value
c4d_150217_072240_ori.fits.fz	0	OBJECT	Blind15A_34
c4d_150217_072442_ori.fits.fz	0	OBJECT	Blind15A_35
c4d_150217_072638_ori.fits.fz	0	OBJECT	Blind15A_36
c4d_150217_072840_ori.fits.fz	0	OBJECT	Blind15A_37
c4d_150217_073042_ori.fits.fz	0	OBJECT	Blind15A_38
c4d_150217_073238_ori.fits.fz	0	OBJECT	Blind15A_39
c4d_150217_073445_ori.fits.fz	0	OBJECT	Blind15A_40
c4d_150217_073637_ori.fits.fz	0	OBJECT	Blind15A_41
c4d_150217_073839_ori.fits.fz	0	OBJECT	Blind15A_42
c4d_150217_074037_ori.fits.fz	0	OBJECT	Blind15A_43
c4d_150217_074230_ori.fits.fz	0	OBJECT	Blind15A_44
c4d_150217_074430_ori.fits.fz	0	OBJECT	Blind15A_45
c4d_150217_074627_ori.fits.fz	0	OBJECT	Blind15A_46
c4d_150217_074827_ori.fits.fz	0	OBJECT	Blind15A_47
c4d_150217_075033_ori.fits.fz	0	OBJECT	Blind15A_48
c4d_150217_075231_ori.fits.fz	0	OBJECT	Blind15A_49
c4d_150217_075433_ori.fits.fz	0	OBJECT	Blind15A_50
c4d_150217_075659_ori.fits.fz	0	OBJECT	Blind15A_17
c4d_150217_075858_ori.fits.fz	0	OBJECT	Blind15A_18
c4d_150217_080100_ori.fits.fz	0	OBJECT	Blind15A_19
c4d_150217_080258_ori.fits.fz	0	OBJECT	Blind15A_20
c4d_150217_080457_ori.fits.fz	0	OBJECT	Blind15A_21
c4d_150217_080650_ori.fits.fz	0	OBJECT	Blind15A_22
c4d_150217_080848_ori.fits.fz	0	OBJECT	Blind15A_23
c4d_150217_081043_ori.fits.fz	0	OBJECT	Blind15A_24
c4d_150217_081239_ori.fits.fz	0	OBJECT	Blind15A_25
c4d_150217_081441_ori.fits.fz	0	OBJECT	Blind15A_26
